GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A024QZB8	CLN3	involved_in	GO:0061909	autophagosome-lysosome fusion	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61124|ensembl:ENSMUSP00000081636	9606	Ensembl		P
UniProtKB	A0A024QZC4	P8	involved_in	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9WTK0|ensembl:ENSMUSP00000032961	9606	Ensembl		P
UniProtKB	A0A024QZC4	P8	involved_in	GO:0010507	negative regulation of autophagy	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9WTK0|ensembl:ENSMUSP00000032961	9606	Ensembl		P
UniProtKB	A0A024QZH5	SPHK2	involved_in	GO:2000304	positive regulation of ceramide biosynthetic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JIA7|ensembl:ENSMUSP00000103366	9606	Ensembl		P
UniProtKB	A0A024QZK7	HK1	involved_in	GO:0001678	cellular glucose homeostasis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001312	9606	InterPro		P
UniProtKB	A0A024QZM3	EIF4EBP2	involved_in	GO:0008286	insulin receptor signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P70445|ensembl:ENSMUSP00000020288	9606	Ensembl		P
UniProtKB	A0A024QZN7	C10orf70	involved_in	GO:0010506	regulation of autophagy	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR045131	9606	InterPro		P
UniProtKB	A0A024QZQ1	SIRT1	involved_in	GO:1902237	positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q923E4|ensembl:ENSMUSP00000112595	9606	Ensembl		P
UniProtKB	A0A024QZQ1	SIRT1	involved_in	GO:0016239	positive regulation of macroautophagy	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q923E4|ensembl:ENSMUSP00000112595	9606	Ensembl		P
UniProtKB	A0A024QZQ1	SIRT1	involved_in	GO:0031393	negative regulation of prostaglandin biosynthetic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q923E4|ensembl:ENSMUSP00000112595	9606	Ensembl		P
UniProtKB	A0A024QZQ1	SIRT1	involved_in	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q923E4|ensembl:ENSMUSP00000112595	9606	Ensembl		P
UniProtKB	A0A024QZQ1	SIRT1	involved_in	GO:0009267	cellular response to starvation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q923E4|ensembl:ENSMUSP00000112595	9606	Ensembl		P
UniProtKB	A0A024QZQ1	SIRT1	involved_in	GO:0010883	regulation of lipid storage	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q923E4|ensembl:ENSMUSP00000112595	9606	Ensembl		P
UniProtKB	A0A024QZQ1	SIRT1	involved_in	GO:0070857	regulation of bile acid biosynthetic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q923E4|ensembl:ENSMUSP00000112595	9606	Ensembl		P
UniProtKB	A0A024QZQ1	SIRT1	involved_in	GO:0042595	behavioral response to starvation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q923E4|ensembl:ENSMUSP00000112595	9606	Ensembl		P
UniProtKB	A0A024QZQ1	SIRT1	involved_in	GO:0001678	cellular glucose homeostasis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q923E4|ensembl:ENSMUSP00000112595	9606	Ensembl		P
UniProtKB	A0A024QZQ1	SIRT1	involved_in	GO:0006642	triglyceride mobilization	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q923E4|ensembl:ENSMUSP00000112595	9606	Ensembl		P
UniProtKB	A0A024QZQ2	PSAP	involved_in	GO:0019216	regulation of lipid metabolic process	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000342797	9606	UniProt		P
UniProtKB	A0A024QZQ6	DDIT4	involved_in	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9D3F7|ensembl:ENSMUSP00000020308	9606	Ensembl		P
UniProtKB	A0A024QZQ6	DDIT4	involved_in	GO:0072593	reactive oxygen species metabolic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9D3F7|ensembl:ENSMUSP00000020308	9606	Ensembl		P
UniProtKB	A0A024QZS4	PPIF	involved_in	GO:0090200	positive regulation of release of cytochrome c from mitochondria	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q99KR7|ensembl:ENSMUSP00000022419	9606	Ensembl		P
UniProtKB	A0A024QZV1	PLK2	involved_in	GO:2000773	negative regulation of cellular senescence	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P53351|ensembl:ENSMUSP00000022212	9606	Ensembl		P
UniProtKB	A0A024QZY4	TRIM38	involved_in	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q5SZ99|ensembl:ENSMUSP00000153240	9606	Ensembl		P
UniProtKB	A0A024QZZ4	ZNF322A	involved_in	GO:1902459	positive regulation of stem cell population maintenance	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8BZ89|ensembl:ENSMUSP00000061524	9606	Ensembl		P
UniProtKB	A0A024R012	SIRT5	involved_in	GO:0031667	response to nutrient levels	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q68FX9|ensembl:ENSRNOP00000024067	9606	Ensembl		P
UniProtKB	A0A024R036	DAB2	involved_in	GO:0032349	positive regulation of aldosterone biosynthetic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88797|ensembl:ENSRNOP00000043878	9606	Ensembl		P
UniProtKB	A0A024R036	DAB2	involved_in	GO:2000860	positive regulation of aldosterone secretion	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88797|ensembl:ENSRNOP00000043878	9606	Ensembl		P
UniProtKB	A0A024R040	OXCT1	involved_in	GO:0007584	response to nutrient	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:B2GV06|ensembl:ENSRNOP00000063646	9606	Ensembl		P
UniProtKB	A0A024R040	OXCT1	involved_in	GO:0035774	positive regulation of insulin secretion involved in cellular response to glucose stimulus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:B2GV06|ensembl:ENSRNOP00000063646	9606	Ensembl		P
UniProtKB	A0A024R040	OXCT1	involved_in	GO:0042594	response to starvation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:B2GV06|ensembl:ENSRNOP00000063646	9606	Ensembl		P
UniProtKB	A0A024R069	SKP2	involved_in	GO:0006511	ubiquitin-dependent protein catabolic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9Z0Z3|ensembl:ENSMUSP00000094225	9606	Ensembl		P
UniProtKB	A0A024R0B7	TMEM77	involved_in	GO:0010506	regulation of autophagy	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR032990	9606	InterPro		P
UniProtKB	A0A024R0H1	SLC16A1	involved_in	GO:0050796	regulation of insulin secretion	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P53986|ensembl:ENSMUSP00000045216	9606	Ensembl		P
UniProtKB	A0A024R0H1	SLC16A1	involved_in	GO:0051780	behavioral response to nutrient	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P53986|ensembl:ENSMUSP00000045216	9606	Ensembl		P
UniProtKB	A0A024R0H1	SLC16A1	involved_in	GO:0032094	response to food	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P53986|ensembl:ENSMUSP00000045216	9606	Ensembl		P
UniProtKB	A0A024R0H1	SLC16A1	involved_in	GO:0042593	glucose homeostasis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P53986|ensembl:ENSMUSP00000045216	9606	Ensembl		P
UniProtKB	A0A024R0L5	GSK3A	involved_in	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q2NL51|ensembl:ENSMUSP00000071654	9606	Ensembl		P
UniProtKB	A0A024R0L5	GSK3A	involved_in	GO:0007568	aging	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P18265|ensembl:ENSRNOP00000027677	9606	Ensembl		P
UniProtKB	A0A024R0L5	GSK3A	involved_in	GO:0008286	insulin receptor signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q2NL51|ensembl:ENSMUSP00000071654	9606	Ensembl		P
UniProtKB	A0A024R0L5	GSK3A	involved_in	GO:0010508	positive regulation of autophagy	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q2NL51|ensembl:ENSMUSP00000071654	9606	Ensembl		P
UniProtKB	A0A024R0Q6	ERCC1	involved_in	GO:0090399	replicative senescence	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P07903|ensembl:ENSMUSP00000003645	9606	Ensembl		P
UniProtKB	A0A024R0Q6	ERCC1	involved_in	GO:0090656	t-circle formation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P07903|ensembl:ENSMUSP00000003645	9606	Ensembl		P
UniProtKB	A0A024R0Q6	ERCC1	involved_in	GO:0007584	response to nutrient	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:D3ZAQ9|ensembl:ENSRNOP00000024113	9606	Ensembl		P
UniProtKB	A0A024R0Q6	ERCC1	involved_in	GO:0010259	multicellular organism aging	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P07903|ensembl:ENSMUSP00000003645	9606	Ensembl		P
UniProtKB	A0A024R0R3	FOXA3	involved_in	GO:0009267	cellular response to starvation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P35584|ensembl:ENSMUSP00000043173	9606	Ensembl		P
UniProtKB	A0A024R0R3	FOXA3	involved_in	GO:0001678	cellular glucose homeostasis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P35584|ensembl:ENSMUSP00000043173	9606	Ensembl		P
UniProtKB	A0A024R0S8	XRCC1	involved_in	GO:0006303	double-strand break repair via nonhomologous end joining	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR045080	9606	InterPro		P
UniProtKB	A0A024R0T8	APOC1	involved_in	GO:0006641	triglyceride metabolic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P34928|ensembl:ENSMUSP00000104091	9606	Ensembl		P
UniProtKB	A0A024R0W3	SLC38A2	involved_in	GO:0034198	cellular response to amino acid starvation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JHE5|ensembl:ENSRNOP00000031532	9606	Ensembl		P
UniProtKB	A0A024R0Y5	PFKM	involved_in	GO:0032024	positive regulation of insulin secretion	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P47857|ensembl:ENSMUSP00000059801	9606	Ensembl		P
UniProtKB	A0A024R0Y5	PFKM	involved_in	GO:0042593	glucose homeostasis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P47857|ensembl:ENSMUSP00000059801	9606	Ensembl		P
UniProtKB	A0A024R0Y9	LMBR1L	involved_in	GO:0060218	hematopoietic stem cell differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9D1E5|ensembl:ENSMUSP00000023736	9606	Ensembl		P
UniProtKB	A0A024R0Z5	TEGT	involved_in	GO:1902236	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9D2C7|ensembl:ENSMUSP00000023749	9606	Ensembl		P
UniProtKB	A0A024R126	NR4A1	involved_in	GO:0071376	cellular response to corticotropin-releasing hormone stimulus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12813|ensembl:ENSMUSP00000155225	9606	Ensembl		P
UniProtKB	A0A024R128	C12orf44	involved_in	GO:1903059	regulation of protein lipidation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9D8Z6|ensembl:ENSMUSP00000045474	9606	Ensembl		P
UniProtKB	A0A024R128	C12orf44	involved_in	GO:0010508	positive regulation of autophagy	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9D8Z6|ensembl:ENSMUSP00000045474	9606	Ensembl		P
UniProtKB	A0A024R128	C12orf44	involved_in	GO:0000045	autophagosome assembly	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9D8Z6|ensembl:ENSMUSP00000045474	9606	Ensembl		P
UniProtKB	A0A024R191	RAB38	involved_in	GO:2001247	positive regulation of phosphatidylcholine biosynthetic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q63483|ensembl:ENSRNOP00000022538	9606	Ensembl		P
UniProtKB	A0A024R1F5	RNF185	involved_in	GO:0006511	ubiquitin-dependent protein catabolic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR045103	9606	InterPro		P
UniProtKB	A0A024R1H4	RNF185	involved_in	GO:0006511	ubiquitin-dependent protein catabolic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR045103	9606	InterPro		P
UniProtKB	A0A024R1J1	hCG_40978	involved_in	GO:0072089	stem cell proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q5SSZ7|ensembl:ENSMUSP00000105493	9606	Ensembl		P
UniProtKB	A0A024R1L3	RP5-1104E15.5	involved_in	GO:0090141	positive regulation of mitochondrial fission	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8BGV8|ensembl:ENSMUSP00000023048	9606	Ensembl		P
UniProtKB	A0A024R1M3	MGC17330	involved_in	GO:0043553	negative regulation of phosphatidylinositol 3-kinase activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q7TMJ8|ensembl:ENSMUSP00000036921	9606	Ensembl		P
UniProtKB	A0A024R1N4	XRCC6	involved_in	GO:0000723	telomere maintenance	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006165	9606	InterPro		P
UniProtKB	A0A024R1N4	XRCC6	involved_in	GO:0006303	double-strand break repair via nonhomologous end joining	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005160|InterPro:IPR006164|InterPro:IPR006165	9606	InterPro		P
UniProtKB	A0A024R1N5	TNRC6B	involved_in	GO:0035278	miRNA-mediated gene silencing by inhibition of translation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033500	9606	InterPro		P
UniProtKB	A0A024R1N6	SOX10	involved_in	GO:0048863	stem cell differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O55170|ensembl:ENSRNOP00000015283	9606	Ensembl		P
UniProtKB	A0A024R1N6	SOX10	involved_in	GO:0001755	neural crest cell migration	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q04888|ensembl:ENSMUSP00000155574	9606	Ensembl		P
UniProtKB	A0A024R1T4	TNRC6B	involved_in	GO:0035278	miRNA-mediated gene silencing by inhibition of translation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033500	9606	InterPro		P
UniProtKB	A0A024R1U2	PHF5A	involved_in	GO:0048863	stem cell differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P83870|ensembl:ENSMUSP00000023117	9606	Ensembl		P
UniProtKB	A0A024R1V3	NBR1	involved_in	GO:0016236	macroautophagy	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033513	9606	InterPro		P
UniProtKB	A0A024R1W6	ORMDL3	involved_in	GO:0090153	regulation of sphingolipid biosynthetic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9CPZ6|ensembl:ENSMUSP00000053056	9606	Ensembl		P
UniProtKB	A0A024R1W6	ORMDL3	involved_in	GO:1900060	negative regulation of ceramide biosynthetic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9CPZ6|ensembl:ENSMUSP00000053056	9606	Ensembl		P
UniProtKB	A0A024R1W6	ORMDL3	involved_in	GO:2000303	regulation of ceramide biosynthetic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9CPZ6|ensembl:ENSMUSP00000053056	9606	Ensembl		P
UniProtKB	A0A024R1W6	ORMDL3	involved_in	GO:0010508	positive regulation of autophagy	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9CPZ6|ensembl:ENSMUSP00000053056	9606	Ensembl		P
UniProtKB	A0A024R1W6	ORMDL3	involved_in	GO:2000303	regulation of ceramide biosynthetic process	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00027641	9606	UniProt		P
UniProtKB	A0A024R1X5	BECN1	involved_in	GO:1902902	negative regulation of autophagosome assembly	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88597|ensembl:ENSMUSP00000119369	9606	Ensembl		P
UniProtKB	A0A024R1X5	BECN1	involved_in	GO:0016236	macroautophagy	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88597|ensembl:ENSMUSP00000119369	9606	Ensembl		P
UniProtKB	A0A024R1X5	BECN1	involved_in	GO:0031667	response to nutrient levels	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q91XJ1|ensembl:ENSRNOP00000071966	9606	Ensembl		P
UniProtKB	A0A024R1X5	BECN1	involved_in	GO:0033197	response to vitamin E	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q91XJ1|ensembl:ENSRNOP00000071966	9606	Ensembl		P
UniProtKB	A0A024R1X5	BECN1	involved_in	GO:0007568	aging	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q91XJ1|ensembl:ENSRNOP00000071966	9606	Ensembl		P
UniProtKB	A0A024R1X5	BECN1	involved_in	GO:2000786	positive regulation of autophagosome assembly	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q91XJ1|ensembl:ENSRNOP00000071966	9606	Ensembl		P
UniProtKB	A0A024R1X5	BECN1	involved_in	GO:0010507	negative regulation of autophagy	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88597|ensembl:ENSMUSP00000119369	9606	Ensembl		P
UniProtKB	A0A024R1X5	BECN1	involved_in	GO:0010508	positive regulation of autophagy	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q91XJ1|ensembl:ENSRNOP00000071966	9606	Ensembl		P
UniProtKB	A0A024R1X5	BECN1	involved_in	GO:0034198	cellular response to amino acid starvation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q91XJ1|ensembl:ENSRNOP00000071966	9606	Ensembl		P
UniProtKB	A0A024R1X5	BECN1	involved_in	GO:0042149	cellular response to glucose starvation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88597|ensembl:ENSMUSP00000119369	9606	Ensembl		P
UniProtKB	A0A024R1X5	BECN1	involved_in	GO:0000045	autophagosome assembly	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q91XJ1|ensembl:ENSRNOP00000071966	9606	Ensembl		P
UniProtKB	A0A024R1X5	BECN1	involved_in	GO:0000045	autophagosome assembly	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88597|ensembl:ENSMUSP00000119369	9606	Ensembl		P
UniProtKB	A0A024R1X5	BECN1	involved_in	GO:0000045	autophagosome assembly	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001453755	9606	UniProt		P
UniProtKB	A0A024R1Y3	NBR1	involved_in	GO:0016236	macroautophagy	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033513	9606	InterPro		P
UniProtKB	A0A024R274	SMAD4	involved_in	GO:0046881	positive regulation of follicle-stimulating hormone secretion	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97471|ensembl:ENSMUSP00000025393	9606	Ensembl		P
UniProtKB	A0A024R274	SMAD4	involved_in	GO:0033686	positive regulation of luteinizing hormone secretion	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97471|ensembl:ENSMUSP00000025393	9606	Ensembl		P
UniProtKB	A0A024R274	SMAD4	involved_in	GO:0007568	aging	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O70437|ensembl:ENSRNOP00000074882	9606	Ensembl		P
UniProtKB	A0A024R274	SMAD4	involved_in	GO:2000617	positive regulation of histone H3-K9 acetylation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97471|ensembl:ENSMUSP00000025393	9606	Ensembl		P
UniProtKB	A0A024R274	SMAD4	involved_in	GO:0014033	neural crest cell differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97471|ensembl:ENSMUSP00000025393	9606	Ensembl		P
UniProtKB	A0A024R274	SMAD4	involved_in	GO:0071333	cellular response to glucose stimulus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O70437|ensembl:ENSRNOP00000074882	9606	Ensembl		P
UniProtKB	A0A024R281	NEDD4L	involved_in	GO:0006511	ubiquitin-dependent protein catabolic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR024928	9606	InterPro		P
UniProtKB	A0A024R2A4	NEDD4L	involved_in	GO:0006511	ubiquitin-dependent protein catabolic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR024928	9606	InterPro		P
UniProtKB	A0A024R2B3	BCL2	involved_in	GO:0048864	stem cell development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P10417|ensembl:ENSMUSP00000108371	9606	Ensembl		P
UniProtKB	A0A024R2B3	BCL2	involved_in	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P10417|ensembl:ENSMUSP00000108371	9606	Ensembl		P
UniProtKB	A0A024R2B3	BCL2	involved_in	GO:0010506	regulation of autophagy	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P10417|ensembl:ENSMUSP00000108371	9606	Ensembl		P
UniProtKB	A0A024R2B3	BCL2	involved_in	GO:0010507	negative regulation of autophagy	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P10417|ensembl:ENSMUSP00000108371	9606	Ensembl		P
UniProtKB	A0A024R2B3	BCL2	involved_in	GO:0060218	hematopoietic stem cell differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P10417|ensembl:ENSMUSP00000108371	9606	Ensembl		P
UniProtKB	A0A024R2B3	BCL2	involved_in	GO:0072593	reactive oxygen species metabolic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P10417|ensembl:ENSMUSP00000108371	9606	Ensembl		P
UniProtKB	A0A024R2B3	BCL2	involved_in	GO:0042149	cellular response to glucose starvation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P10417|ensembl:ENSMUSP00000108371	9606	Ensembl		P
UniProtKB	A0A024R2B5	LIPG	involved_in	GO:0007584	response to nutrient	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8VBX1|ensembl:ENSRNOP00000025257	9606	Ensembl		P
UniProtKB	A0A024R2D5	EDEM1	involved_in	GO:1904382	mannose trimming involved in glycoprotein ERAD pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR044674	9606	InterPro		P
UniProtKB	A0A024R2D5	EDEM1	involved_in	GO:0030433	ubiquitin-dependent ERAD pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q925U4|ensembl:ENSMUSP00000086565	9606	Ensembl		P
UniProtKB	A0A024R2E8	IL5RA	involved_in	GO:0002437	inflammatory response to antigenic stimulus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P21183|ensembl:ENSMUSP00000144718	9606	Ensembl		P
UniProtKB	A0A024R2K8	SLC6A1	involved_in	GO:0032229	negative regulation of synaptic transmission, GABAergic	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P23978|ensembl:ENSRNOP00000009705	9606	Ensembl		P
UniProtKB	A0A024R2Q3	CTNNB1	involved_in	GO:0044338	canonical Wnt signaling pathway involved in mesenchymal stem cell differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q02248|ensembl:ENSMUSP00000007130	9606	Ensembl		P
UniProtKB	A0A024R2Q3	CTNNB1	involved_in	GO:2000648	positive regulation of stem cell proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q02248|ensembl:ENSMUSP00000007130	9606	Ensembl		P
UniProtKB	A0A024R2Q3	CTNNB1	involved_in	GO:0072089	stem cell proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q02248|ensembl:ENSMUSP00000007130	9606	Ensembl		P
UniProtKB	A0A024R2R3	GUP1	involved_in	GO:0060262	negative regulation of N-terminal protein palmitoylation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR032980	9606	InterPro		P
